provider_id,provider_name,provider_city,provider_state,provider_zip_code,apc,apc_desc,capc_services,average_medicare_allowed_amount,CBSA
30110,Abrazo West Campus,Goodyear,AZ,85395,5114,Level 4 Musculoskeletal Procedures,63,5253.8,38060
30111,Banner-University Medical Center South Campus,Tucson,AZ,85713,5114,Level 4 Musculoskeletal Procedures,32,5116.36,46060
30112,Arizona Specialty Hospital,Chandler,AZ,85224,5114,Level 4 Musculoskeletal Procedures,177,5330.25,38060
30114,Oro Valley Hospital,Oro Valley,AZ,85755,5114,Level 4 Musculoskeletal Procedures,95,5375.27,46060
30115,Banner Estrella Medical Center,Phoenix,AZ,85037,5114,Level 4 Musculoskeletal Procedures,72,5360.73,38060
30117,Valley View Medical Center,Fort Mohave,AZ,86426,5114,Level 4 Musculoskeletal Procedures,35,5187.44,29420
30119,Mercy Gilbert Medical Center,Gilbert,AZ,85296,5114,Level 4 Musculoskeletal Procedures,113,5317.6,38060
30121,"Mountain Vista Medical Center, Lp",Mesa,AZ,85209,5114,Level 4 Musculoskeletal Procedures,60,5284.44,38060
30122,Banner Gateway Medical Center,Gilbert,AZ,85234,5114,Level 4 Musculoskeletal Procedures,59,5216.84,38060
30123,Scottsdale Thompson Peak Medical Center,Scottsdale,AZ,85255,5114,Level 4 Musculoskeletal Procedures,129,5388.69,38060
30130,Banner Ironwood Medical Center,Queen Creek,AZ,85140,5114,Level 4 Musculoskeletal Procedures,39,5420.72,38060
30131,O.A.S.I.S. Hospital,Phoenix,AZ,85008,5114,Level 4 Musculoskeletal Procedures,136,5420.72,38060
40001,Siloam Springs Regional Hospital,Siloam Springs,AR,72761,5114,Level 4 Musculoskeletal Procedures,12,4716.23,22220
40004,Washington Regional Medical Center,Fayetteville,AR,72703,5114,Level 4 Musculoskeletal Procedures,110,4681.86,22220
40007,Chi-St Vincent Infirmary,Little Rock,AR,72205,5114,Level 4 Musculoskeletal Procedures,365,4424.81,30780
40010,Mercy Hospital Northwest Arkansas,Rogers,AR,72758,5114,Level 4 Musculoskeletal Procedures,118,4531.45,22220
40014,White County Medical Center,Searcy,AR,72143,5114,Level 4 Musculoskeletal Procedures,137,4827.85,42620
40014,White County Medical Center,Searcy,AR,72143,5114,Level 4 Musculoskeletal Procedures,137,4827.85,99999
40015,Mena Regional Health System,Mena,AR,71953,5114,Level 4 Musculoskeletal Procedures,13,4633.3,99999
40016,Uams Medical Center,Little Rock,AR,72205,5114,Level 4 Musculoskeletal Procedures,176,4432.0,30780
40017,North Arkansas Regional Medical Center,Harrison,AR,72601,5114,Level 4 Musculoskeletal Procedures,80,4950.21,99999
40017,North Arkansas Regional Medical Center,Harrison,AR,72601,5114,Level 4 Musculoskeletal Procedures,80,4950.21,25460
40018,Sparks Medical Center - Van Buren,Van Buren,AR,72956,5114,Level 4 Musculoskeletal Procedures,20,3890.94,22900
40020,St Bernards Medical Center,Jonesboro,AR,72401,5114,Level 4 Musculoskeletal Procedures,97,4600.82,27860
40020,St Bernards Medical Center,Jonesboro,AR,72401,5114,Level 4 Musculoskeletal Procedures,97,4600.82,37500
40022,Northwest Medical Center-Springdale,Springdale,AR,72764,5114,Level 4 Musculoskeletal Procedures,94,4575.77,22220
40026,Chi St. Vincent Hospital Hot Springs,Hot Springs,AR,71903,5114,Level 4 Musculoskeletal Procedures,271,4688.96,26300
40027,Baxter Regional Medical Center,Mountain Home,AR,72653,5114,Level 4 Musculoskeletal Procedures,160,4824.46,99999
40027,Baxter Regional Medical Center,Mountain Home,AR,72653,5114,Level 4 Musculoskeletal Procedures,160,4824.46,34260
40029,Conway Regional Medical Center,Conway,AR,72034,5114,Level 4 Musculoskeletal Procedures,166,4359.87,30780
40036,Baptist Health Medical Center North Little Rock,North Little Rock,AR,72117,5114,Level 4 Musculoskeletal Procedures,185,4379.26,30780
40039,Arkansas Methodist Medical Center,Paragould,AR,72450,5114,Level 4 Musculoskeletal Procedures,24,4360.23,27860
40039,Arkansas Methodist Medical Center,Paragould,AR,72450,5114,Level 4 Musculoskeletal Procedures,24,4360.23,37500
40041,St Marys Regional Medical Center,Russellville,AR,72801,5114,Level 4 Musculoskeletal Procedures,62,4534.1,40780
40047,Five Rivers Medical Center,Pocahontas,AR,72455,5114,Level 4 Musculoskeletal Procedures,12,4681.69,99999
40055,Sparks Regional Medical Center,Fort Smith,AR,72902,5114,Level 4 Musculoskeletal Procedures,89,4291.48,22900
40062,Mercy Hospital Fort Smith,Fort Smith,AR,72917,5114,Level 4 Musculoskeletal Procedures,217,4569.61,22900
40071,Jefferson Regional Medical Center,Pine Bluff,AR,71603,5114,Level 4 Musculoskeletal Procedures,88,4564.49,38220
40071,Jefferson Regional Medical Center,Pine Bluff,AR,71603,5114,Level 4 Musculoskeletal Procedures,88,4564.49,30780
40072,Baptist Health Medical Center-Stuttgart,Stuttgart,AR,72160,5114,Level 4 Musculoskeletal Procedures,11,4012.67,38220
40072,Baptist Health Medical Center-Stuttgart,Stuttgart,AR,72160,5114,Level 4 Musculoskeletal Procedures,11,4012.67,30780
40072,Baptist Health Medical Center-Stuttgart,Stuttgart,AR,72160,5114,Level 4 Musculoskeletal Procedures,11,4012.67,99999
40078,National Park Medical Center,Hot Springs,AR,71901,5114,Level 4 Musculoskeletal Procedures,122,4676.62,31680
40078,National Park Medical Center,Hot Springs,AR,71901,5114,Level 4 Musculoskeletal Procedures,122,4676.62,26300
40084,Saline Memorial Hospital,Benton,AR,72015,5114,Level 4 Musculoskeletal Procedures,95,4368.92,30780
40114,Baptist Health Medical Center-Little Rock,Little Rock,AR,72205,5114,Level 4 Musculoskeletal Procedures,473,4349.01,30780
40118,Nea Baptist Memorial Hospital,Jonesboro,AR,72401,5114,Level 4 Musculoskeletal Procedures,215,4431.8,27860
40118,Nea Baptist Memorial Hospital,Jonesboro,AR,72401,5114,Level 4 Musculoskeletal Procedures,215,4431.8,37500
40119,White River Medical Center,Batesville,AR,72503,5114,Level 4 Musculoskeletal Procedures,130,4736.91,
40137,St Vincent Medical Center/North,Sherwood,AR,72120,5114,Level 4 Musculoskeletal Procedures,18,4534.1,30780
40147,Arkansas Surgical Hospital,No Little Rock,AR,72118,5114,Level 4 Musculoskeletal Procedures,498,4384.9,30780
40152,Northwest Health Physicians Specialty Hospital,Fayetteville,AR,72703,5114,Level 4 Musculoskeletal Procedures,162,4468.39,22220
40154,Baptist Health Medical Center-Conway,Conway,AR,72032,5114,Level 4 Musculoskeletal Procedures,42,4448.09,30780
50006,St Joseph Hospital,Eureka,CA,95501,5114,Level 4 Musculoskeletal Procedures,85,6302.45,21700
50007,Mills-Peninsula Medical Center,Burlingame,CA,94010,5114,Level 4 Musculoskeletal Procedures,109,7307.58,41860
50008,California Pacific Medical Ctr-Davies Campus Hosp,San Francisco,CA,94117,5114,Level 4 Musculoskeletal Procedures,86,7336.56,41860
50009,Queen Of The Valley Medical Center,Napa,CA,94558,5114,Level 4 Musculoskeletal Procedures,76,6966.29,34900
50009,Queen Of The Valley Medical Center,Napa,CA,94558,5114,Level 4 Musculoskeletal Procedures,76,6966.29,42220
50009,Queen Of The Valley Medical Center,Napa,CA,94558,5114,Level 4 Musculoskeletal Procedures,76,6966.29,46700
50013,Adventist Health St Helena,Saint Helena,CA,94574,5114,Level 4 Musculoskeletal Procedures,27,6932.54,34900
50013,Adventist Health St Helena,Saint Helena,CA,94574,5114,Level 4 Musculoskeletal Procedures,27,6932.54,42220
50014,Sutter Amador Hospital,Jackson,CA,95642,5114,Level 4 Musculoskeletal Procedures,27,7069.21,99999
50017,Mercy General Hospital,Sacramento,CA,95819,5114,Level 4 Musculoskeletal Procedures,133,6887.51,40900
50022,Riverside Community Hospital,Riverside,CA,92501,5114,Level 4 Musculoskeletal Procedures,40,5513.83,40140
50024,Paradise Valley Hospital,National City,CA,91950,5114,Level 4 Musculoskeletal Procedures,18,5991.64,41740
50025,Uc San Diego Health Hillcrest - Hillcrest Med Ctr,San Diego,CA,92103,5114,Level 4 Musculoskeletal Procedures,94,5927.03,41740
50026,Grossmont Hospital,La Mesa,CA,91942,5114,Level 4 Musculoskeletal Procedures,72,5924.51,41740
50028,Mad River Community Hospital,Arcata,CA,95521,5114,Level 4 Musculoskeletal Procedures,39,5990.8,21700
50030,Oroville Hospital,Oroville,CA,95966,5114,Level 4 Musculoskeletal Procedures,48,5896.57,49700
50030,Oroville Hospital,Oroville,CA,95966,5114,Level 4 Musculoskeletal Procedures,48,5896.57,17020
50036,Bakersfield Memorial Hospital,Bakersfield,CA,93301,5114,Level 4 Musculoskeletal Procedures,50,5922.14,12540
50038,Santa Clara Valley Medical Center,San Jose,CA,95128,5114,Level 4 Musculoskeletal Procedures,13,7407.48,41940
50039,Enloe Medical Center,Chico,CA,95926,5114,Level 4 Musculoskeletal Procedures,106,5990.77,17020
50042,St Elizabeth Community Hospital,Red Bluff,CA,96080,5114,Level 4 Musculoskeletal Procedures,66,6792.1,39780
50045,El Centro Regional Medical Center,El Centro,CA,92243,5114,Level 4 Musculoskeletal Procedures,30,5991.03,20940
50047,California Pacific Medical Ctr-Pacific Campus Hosp,San Francisco,CA,94115,5114,Level 4 Musculoskeletal Procedures,54,7336.56,41860
50056,Antelope Valley Hospital,Lancaster,CA,93534,5114,Level 4 Musculoskeletal Procedures,15,5991.12,31080
50057,Kaweah Delta Medical Center,Visalia,CA,93291,5114,Level 4 Musculoskeletal Procedures,175,5769.09,47300
50058,Glendale Mem Hospital & Hlth Center,Glendale,CA,91204,5114,Level 4 Musculoskeletal Procedures,25,5799.92,31080
50060,Community Regional Medical Center,Fresno,CA,93721,5114,Level 4 Musculoskeletal Procedures,44,5990.73,23420
50063,Hollywood Presbyterian Medical Center,Los Angeles,CA,90027,5114,Level 4 Musculoskeletal Procedures,23,5990.84,31080
50069,St Joseph Hospital,Orange,CA,92868,5114,Level 4 Musculoskeletal Procedures,81,5934.29,31080
50077,Scripps Mercy Hospital,San Diego,CA,92103,5114,Level 4 Musculoskeletal Procedures,52,5898.96,41740
50082,St Johns Regional Medical Center,Oxnard,CA,93030,5114,Level 4 Musculoskeletal Procedures,40,6148.95,37100
50084,St Joseph's Medical Center Of Stockton,Stockton,CA,95204,5114,Level 4 Musculoskeletal Procedures,49,5990.76,44700
50090,Sonoma Valley Hospital,Sonoma,CA,95476,5114,Level 4 Musculoskeletal Procedures,30,7312.0,42220
50090,Sonoma Valley Hospital,Sonoma,CA,95476,5114,Level 4 Musculoskeletal Procedures,30,7312.0,34900
50093,Saint Agnes Medical Center,Fresno,CA,93710,5114,Level 4 Musculoskeletal Procedures,89,5990.76,23420
50099,San Antonio Regional Hospital,Upland,CA,91786,5114,Level 4 Musculoskeletal Procedures,25,5990.74,40140
50099,San Antonio Regional Hospital,Upland,CA,91786,5114,Level 4 Musculoskeletal Procedures,25,5990.74,31080
50100,Sharp Memorial Hospital,San Diego,CA,92123,5114,Level 4 Musculoskeletal Procedures,102,5822.41,41740
50101,Sutter Solano Medical Center,Vallejo,CA,94589,5114,Level 4 Musculoskeletal Procedures,24,7312.15,46700
50103,White Memorial Medical Center,Los Angeles,CA,90033,5114,Level 4 Musculoskeletal Procedures,29,5990.76,31080
50107,Marian Regional Medical Center,Santa Maria,CA,93454,5114,Level 4 Musculoskeletal Procedures,100,5824.16,42200
50107,Marian Regional Medical Center,Santa Maria,CA,93454,5114,Level 4 Musculoskeletal Procedures,100,5824.16,42020
50108,"Sutter Medical Center, Sacramento",Sacramento,CA,95816,5114,Level 4 Musculoskeletal Procedures,104,6918.09,40900
50110,Lompoc Valley Medical Center,Lompoc,CA,93436,5114,Level 4 Musculoskeletal Procedures,19,5833.1,42200
50112,Santa Monica - Ucla Med Ctr & Orthopaedic Hospital,Santa Monica,CA,90404,5114,Level 4 Musculoskeletal Procedures,163,5888.5,31080
50115,Palomar Health Downtown Campus,Escondido,CA,92025,5114,Level 4 Musculoskeletal Procedures,44,5990.73,41740
50116,Northridge Hospital Medical Center,Northridge,CA,91325,5114,Level 4 Musculoskeletal Procedures,22,6149.14,31080
50118,Doctors Hospital Of Manteca,Manteca,CA,95336,5114,Level 4 Musculoskeletal Procedures,23,6135.44,44700
50121,Adventist Health Hanford,Hanford,CA,93230,5114,Level 4 Musculoskeletal Procedures,57,5823.33,25260
50121,Adventist Health Hanford,Hanford,CA,93230,5114,Level 4 Musculoskeletal Procedures,57,5823.33,47300
50122,Dameron Hospital,Stockton,CA,95203,5114,Level 4 Musculoskeletal Procedures,71,6415.67,44700
50124,Usc Verdugo Hills Hospital,Glendale,CA,91209,5114,Level 4 Musculoskeletal Procedures,46,5991.18,31080
50125,Regional Medical Center Of San Jose,San Jose,CA,95116,5114,Level 4 Musculoskeletal Procedures,31,7216.98,41940
50126,Valley Presbyterian Hospital,Van Nuys,CA,91406,5114,Level 4 Musculoskeletal Procedures,30,5831.72,31080
50127,Woodland Memorial Hospital,Woodland,CA,95695,5114,Level 4 Musculoskeletal Procedures,58,6972.51,40900
50128,Tri-City Medical Center,Oceanside,CA,92056,5114,Level 4 Musculoskeletal Procedures,33,5990.73,41740
50129,St Bernardine Medical Center,San Bernardino,CA,92404,5114,Level 4 Musculoskeletal Procedures,19,5990.76,40140
50132,San Gabriel Valley Medical Center,San Gabriel,CA,91776,5114,Level 4 Musculoskeletal Procedures,18,5195.21,31080
50133,Rideout Memorial Hospital,Marysville,CA,95901,5114,Level 4 Musculoskeletal Procedures,31,6251.18,17020
50133,Rideout Memorial Hospital,Marysville,CA,95901,5114,Level 4 Musculoskeletal Procedures,31,6251.18,49700
50136,Petaluma Valley Hospital,Petaluma,CA,94954,5114,Level 4 Musculoskeletal Procedures,20,7312.0,42220
50145,Community Hospital Of The Monterey Peninsula,Monterey,CA,93940,5114,Level 4 Musculoskeletal Procedures,76,7124.06,41500
50146,City Of Hope Helford Clinical Research Hospital,Duarte,CA,91010,5114,Level 4 Musculoskeletal Procedures,12,5990.73,31080
50150,Sierra Nevada Memorial Hospital,Grass Valley,CA,95945,5114,Level 4 Musculoskeletal Procedures,26,6778.5,46020
50152,Saint Francis Memorial Hospital,San Francisco,CA,94109,5114,Level 4 Musculoskeletal Procedures,33,7336.56,41860
50153,O'connor Hospital,San Jose,CA,95128,5114,Level 4 Musculoskeletal Procedures,47,7407.56,41940
50159,Ventura County Medical Center,Ventura,CA,93003,5114,Level 4 Musculoskeletal Procedures,13,6148.88,37100
50167,San Joaquin General Hospital,French Camp,CA,95231,5114,Level 4 Musculoskeletal Procedures,11,6563.47,44700
50168,St Jude Medical Center,Fullerton,CA,92835,5114,Level 4 Musculoskeletal Procedures,138,5852.42,31080
50169,Presbyterian Intercommunity Hospital,Whittier,CA,90602,5114,Level 4 Musculoskeletal Procedures,72,5858.15,31080
50174,Santa Rosa Memorial Hospital,Santa Rosa,CA,95405,5114,Level 4 Musculoskeletal Procedures,210,7294.89,42220
50179,Emanuel Medical Center,Turlock,CA,95382,5114,Level 4 Musculoskeletal Procedures,24,6111.27,33700
50180,John Muir Medical Center - Walnut Creek Campus,Walnut Creek,CA,94598,5114,Level 4 Musculoskeletal Procedures,30,7355.91,41860
50194,Watsonville Community Hospital,Watsonville,CA,95076,5114,Level 4 Musculoskeletal Procedures,20,7604.9,41500
50194,Watsonville Community Hospital,Watsonville,CA,95076,5114,Level 4 Musculoskeletal Procedures,20,7604.9,42100
50194,Watsonville Community Hospital,Watsonville,CA,95076,5114,Level 4 Musculoskeletal Procedures,20,7604.9,41940
50195,Washington Hospital,Fremont,CA,94538,5114,Level 4 Musculoskeletal Procedures,15,7407.72,41860
